participant_id,onset,duration,sample,trial_type,stim_file,value,N170
sub-007_task-N170_eeg,528.4336,0.3000,541117,stimulus,NA,50,-3.2543
sub-007_task-N170_eeg,532.9326,0.3000,545724,stimulus,NA,8,1.2741
sub-007_task-N170_eeg,534.4814,0.3000,547310,stimulus,NA,4,1.7860
sub-007_task-N170_eeg,536.0645,0.3000,548931,stimulus,NA,62,11.6404
sub-007_task-N170_eeg,539.1133,0.3000,552053,stimulus,NA,35,0.5965
sub-007_task-N170_eeg,540.6963,0.3000,553674,stimulus,NA,77,4.5462
sub-007_task-N170_eeg,545.1445,0.3000,558229,stimulus,NA,79,4.6469
sub-007_task-N170_eeg,546.6602,0.3000,559781,stimulus,NA,14,3.1183
sub-007_task-N170_eeg,552.6748,0.3000,565940,stimulus,NA,53,3.4188
sub-007_task-N170_eeg,555.8242,0.3000,569165,stimulus,NA,24,1.8492
sub-007_task-N170_eeg,563.3213,0.3000,576842,stimulus,NA,46,-3.1219
sub-007_task-N170_eeg,567.7197,0.3000,581346,stimulus,NA,25,1.9312
sub-007_task-N170_eeg,569.1191,0.3000,582779,stimulus,NA,22,0.1339
sub-007_task-N170_eeg,572.0518,0.3000,585782,stimulus,NA,7,-3.2905
sub-008_task-N170_eeg,8.5029,0.3000,8708,stimulus,NA,59,4.4121
sub-008_task-N170_eeg,9.9365,0.3000,10176,stimulus,NA,3,6.4254
sub-008_task-N170_eeg,11.3691,0.3000,11643,stimulus,NA,55,18.8546
sub-008_task-N170_eeg,18.8496,0.3000,19303,stimulus,NA,45,10.6411
sub-008_task-N170_eeg,20.4160,0.3000,20907,stimulus,NA,58,6.1437
sub-008_task-N170_eeg,25.0146,0.3000,25616,stimulus,NA,62,3.8539
sub-008_task-N170_eeg,28.1299,0.3000,28806,stimulus,NA,19,1.8342
sub-008_task-N170_eeg,29.5459,0.3000,30256,stimulus,NA,42,10.7544
sub-008_task-N170_eeg,32.5615,0.3000,33344,stimulus,NA,69,4.8575
sub-008_task-N170_eeg,35.6436,0.3000,36500,stimulus,NA,56,10.8784
sub-008_task-N170_eeg,38.5596,0.3000,39486,stimulus,NA,70,5.7443
sub-008_task-N170_eeg,40.0752,0.3000,41038,stimulus,NA,4,7.3611
sub-008_task-N170_eeg,47.4893,0.3000,48630,stimulus,NA,61,5.4188
sub-008_task-N170_eeg,51.8213,0.3000,53066,stimulus,NA,74,10.5535
sub-008_task-N170_eeg,56.1699,0.3000,57519,stimulus,NA,35,2.5922
sub-008_task-N170_eeg,57.7529,0.3000,59140,stimulus,NA,16,8.3647
sub-008_task-N170_eeg,59.2520,0.3000,60675,stimulus,NA,12,-1.8096
sub-008_task-N170_eeg,99.3877,0.3000,101774,stimulus,NA,24,-0.9738
sub-008_task-N170_eeg,100.9033,0.3000,103326,stimulus,NA,38,9.0514
sub-008_task-N170_eeg,102.3369,0.3000,104794,stimulus,NA,53,6.8845
sub-008_task-N170_eeg,106.7520,0.3000,109315,stimulus,NA,41,8.4552
sub-008_task-N170_eeg,108.2842,0.3000,110884,stimulus,NA,48,8.3299
sub-008_task-N170_eeg,115.7656,0.3000,118545,stimulus,NA,80,-0.0116
sub-008_task-N170_eeg,118.8145,0.3000,121667,stimulus,NA,11,-0.7438
sub-008_task-N170_eeg,120.2471,0.3000,123134,stimulus,NA,43,6.6230
sub-008_task-N170_eeg,124.6289,0.3000,127621,stimulus,NA,50,-2.1728
sub-008_task-N170_eeg,126.1611,0.3000,129190,stimulus,NA,60,-4.2951
sub-008_task-N170_eeg,127.5947,0.3000,130658,stimulus,NA,6,10.7498
sub-008_task-N170_eeg,130.5762,0.3000,133711,stimulus,NA,46,6.7605
sub-008_task-N170_eeg,137.9902,0.3000,141303,stimulus,NA,54,-4.9794
sub-008_task-N170_eeg,139.5400,0.3000,142890,stimulus,NA,49,11.2687
sub-008_task-N170_eeg,144.1553,0.3000,147616,stimulus,NA,33,-6.2247
sub-008_task-N170_eeg,150.4365,0.3000,154048,stimulus,NA,66,11.5107
sub-008_task-N170_eeg,152.0352,0.3000,155685,stimulus,NA,15,-9.6844
sub-008_task-N170_eeg,153.5684,0.3000,157255,stimulus,NA,64,10.9793
sub-008_task-N170_eeg,200.4180,0.3000,205229,stimulus,NA,63,17.2720
sub-008_task-N170_eeg,201.8340,0.3000,206679,stimulus,NA,40,0.6710
sub-008_task-N170_eeg,203.2510,0.3000,208130,stimulus,NA,37,-4.9428
sub-008_task-N170_eeg,204.7832,0.3000,209699,stimulus,NA,14,-9.4521
sub-008_task-N170_eeg,207.9824,0.3000,212975,stimulus,NA,8,-1.0250
sub-008_task-N170_eeg,209.5488,0.3000,214579,stimulus,NA,28,0.5795
sub-008_task-N170_eeg,211.0645,0.3000,216131,stimulus,NA,44,2.7169
sub-008_task-N170_eeg,212.6143,0.3000,217718,stimulus,NA,71,5.4834
sub-008_task-N170_eeg,214.0967,0.3000,219236,stimulus,NA,72,-2.5091
sub-008_task-N170_eeg,215.6133,0.3000,220789,stimulus,NA,31,1.4895
sub-008_task-N170_eeg,218.7119,0.3000,223962,stimulus,NA,34,8.3492
sub-008_task-N170_eeg,221.7939,0.3000,227118,stimulus,NA,30,0.4453
sub-008_task-N170_eeg,223.2939,0.3000,228654,stimulus,NA,36,-1.3846
sub-008_task-N170_eeg,224.7266,0.3000,230121,stimulus,NA,65,14.0152
sub-008_task-N170_eeg,227.6416,0.3000,233106,stimulus,NA,39,1.5716
sub-008_task-N170_eeg,229.1914,0.3000,234693,stimulus,NA,17,-1.6524
sub-008_task-N170_eeg,232.2070,0.3000,237781,stimulus,NA,73,4.4487
sub-008_task-N170_eeg,233.7734,0.3000,239385,stimulus,NA,9,1.1733
sub-008_task-N170_eeg,235.2227,0.3000,240869,stimulus,NA,1,0.8426
sub-008_task-N170_eeg,236.7891,0.3000,242473,stimulus,NA,13,-11.5529
sub-008_task-N170_eeg,238.3711,0.3000,244093,stimulus,NA,20,-2.9180
sub-008_task-N170_eeg,239.7705,0.3000,245526,stimulus,NA,79,-2.8115
sub-008_task-N170_eeg,244.3359,0.3000,250201,stimulus,NA,21,3.6685
sub-008_task-N170_eeg,247.3018,0.3000,253238,stimulus,NA,7,7.1086
sub-008_task-N170_eeg,248.7842,0.3000,254756,stimulus,NA,78,8.6392
sub-008_task-N170_eeg,258.0146,0.3000,264208,stimulus,NA,2,10.4482
sub-008_task-N170_eeg,290.0859,0.3000,297049,stimulus,NA,68,0.9168
sub-008_task-N170_eeg,293.1182,0.3000,300154,stimulus,NA,27,2.3298
sub-008_task-N170_eeg,294.6846,0.3000,301758,stimulus,NA,52,-1.1779
sub-008_task-N170_eeg,297.7334,0.3000,304880,stimulus,NA,32,-12.7228
sub-008_task-N170_eeg,299.1494,0.3000,306330,stimulus,NA,75,-3.3057
sub-008_task-N170_eeg,302.1484,0.3000,309401,stimulus,NA,5,-3.5156
sub-008_task-N170_eeg,303.5645,0.3000,310851,stimulus,NA,57,4.0172
sub-008_task-N170_eeg,306.7139,0.3000,314076,stimulus,NA,10,-8.3582
sub-008_task-N170_eeg,308.2295,0.3000,315628,stimulus,NA,76,-2.7687
sub-008_task-N170_eeg,311.3789,0.3000,318853,stimulus,NA,26,-5.6708
sub-008_task-N170_eeg,312.8779,0.3000,320388,stimulus,NA,51,6.7317
sub-008_task-N170_eeg,314.3779,0.3000,321924,stimulus,NA,47,-2.1618
sub-008_task-N170_eeg,315.8604,0.3000,323442,stimulus,NA,77,19.0292
sub-008_task-N170_eeg,318.9092,0.3000,326564,stimulus,NA,29,-2.1416
sub-008_task-N170_eeg,320.3760,0.3000,328066,stimulus,NA,18,6.7003
sub-008_task-N170_eeg,324.8242,0.3000,332621,stimulus,NA,23,6.1820
sub-008_task-N170_eeg,326.4238,0.3000,334259,stimulus,NA,25,-11.0067
sub-008_task-N170_eeg,332.3047,0.3000,340281,stimulus,NA,22,5.6019
sub-008_task-N170_eeg,335.2539,0.3000,343301,stimulus,NA,23,-6.3712
sub-008_task-N170_eeg,336.8193,0.3000,344904,stimulus,NA,67,5.3882
sub-008_task-N170_eeg,338.3525,0.3000,346474,stimulus,NA,43,11.5281
sub-008_task-N170_eeg,339.8682,0.3000,348026,stimulus,NA,63,-5.3272
sub-008_task-N170_eeg,345.6162,0.3000,353912,stimulus,NA,8,1.1616
sub-008_task-N170_eeg,388.4346,0.3000,397758,stimulus,NA,51,-6.7849
sub-008_task-N170_eeg,389.8506,0.3000,399208,stimulus,NA,75,8.0199
sub-008_task-N170_eeg,391.4170,0.3000,400812,stimulus,NA,31,5.7024
sub-008_task-N170_eeg,394.4160,0.3000,403883,stimulus,NA,21,1.8021
sub-008_task-N170_eeg,395.9150,0.3000,405418,stimulus,NA,18,3.0812
sub-008_task-N170_eeg,397.4482,0.3000,406988,stimulus,NA,16,-2.8639
sub-008_task-N170_eeg,399.0312,0.3000,408609,stimulus,NA,29,20.4039
sub-008_task-N170_eeg,406.4277,0.3000,416183,stimulus,NA,73,6.4835
sub-008_task-N170_eeg,412.4922,0.3000,422393,stimulus,NA,28,7.5710
sub-008_task-N170_eeg,416.9912,0.3000,427000,stimulus,NA,57,-13.9896
sub-008_task-N170_eeg,418.5742,0.3000,428621,stimulus,NA,7,0.6756
sub-008_task-N170_eeg,419.9902,0.3000,430071,stimulus,NA,61,7.5711
sub-008_task-N170_eeg,424.6885,0.3000,434882,stimulus,NA,3,2.4638
sub-008_task-N170_eeg,427.7539,0.3000,438021,stimulus,NA,60,-0.5969
sub-008_task-N170_eeg,433.6855,0.3000,444095,stimulus,NA,52,15.2661
sub-008_task-N170_eeg,436.6338,0.3000,447114,stimulus,NA,55,3.6881
sub-008_task-N170_eeg,438.0840,0.3000,448599,stimulus,NA,2,-13.6834
sub-008_task-N170_eeg,442.7822,0.3000,453410,stimulus,NA,54,3.5703
sub-008_task-N170_eeg,447.3135,0.3000,458050,stimulus,NA,41,8.2028
sub-008_task-N170_eeg,502.1436,0.3000,514196,stimulus,NA,72,-1.9099
sub-008_task-N170_eeg,503.7266,0.3000,515817,stimulus,NA,48,10.8050
sub-008_task-N170_eeg,505.2266,0.3000,517353,stimulus,NA,15,-5.1293
sub-008_task-N170_eeg,509.6416,0.3000,521874,stimulus,NA,38,-2.7931
sub-008_task-N170_eeg,515.6729,0.3000,528050,stimulus,NA,80,8.8871
sub-008_task-N170_eeg,520.2041,0.3000,532690,stimulus,NA,12,8.6166
sub-008_task-N170_eeg,529.2842,0.3000,541988,stimulus,NA,67,-8.5950
sub-008_task-N170_eeg,530.7842,0.3000,543524,stimulus,NA,17,4.9185
sub-008_task-N170_eeg,533.7998,0.3000,546612,stimulus,NA,46,0.0690
sub-008_task-N170_eeg,535.2822,0.3000,548130,stimulus,NA,30,-18.4534
sub-008_task-N170_eeg,536.7979,0.3000,549682,stimulus,NA,59,11.2069
sub-008_task-N170_eeg,541.3301,0.3000,554323,stimulus,NA,65,-1.8275
sub-008_task-N170_eeg,544.3955,0.3000,557462,stimulus,NA,25,2.2597
sub-008_task-N170_eeg,545.9453,0.3000,559049,stimulus,NA,10,1.0546
sub-008_task-N170_eeg,548.9941,0.3000,562171,stimulus,NA,9,3.5916
sub-008_task-N170_eeg,550.5938,0.3000,563809,stimulus,NA,53,-1.2221
sub-008_task-N170_eeg,555.1748,0.3000,568500,stimulus,NA,24,3.6242
sub-008_task-N170_eeg,556.5908,0.3000,569950,stimulus,NA,26,-11.2373
sub-008_task-N170_eeg,558.0244,0.3000,571418,stimulus,NA,68,4.6713
sub-008_task-N170_eeg,618.4688,0.3000,633313,stimulus,NA,35,0.6903
sub-008_task-N170_eeg,619.9521,0.3000,634832,stimulus,NA,37,2.6209
sub-008_task-N170_eeg,621.4014,0.3000,636316,stimulus,NA,36,5.5696
sub-008_task-N170_eeg,622.9180,0.3000,637869,stimulus,NA,66,-5.9246
sub-008_task-N170_eeg,624.3838,0.3000,639370,stimulus,NA,62,-1.8989
sub-008_task-N170_eeg,627.5664,0.3000,642629,stimulus,NA,22,-2.0162
sub-008_task-N170_eeg,632.1973,0.3000,647371,stimulus,NA,45,8.7772
sub-008_task-N170_eeg,635.2637,0.3000,650511,stimulus,NA,50,2.9851
sub-008_task-N170_eeg,636.8125,0.3000,652097,stimulus,NA,39,4.8685
sub-008_task-N170_eeg,641.5107,0.3000,656908,stimulus,NA,76,-0.1002
sub-008_task-N170_eeg,647.5752,0.3000,663118,stimulus,NA,77,-4.7078
sub-008_task-N170_eeg,650.5244,0.3000,666138,stimulus,NA,71,8.1042
sub-008_task-N170_eeg,651.9570,0.3000,667605,stimulus,NA,42,5.6454
sub-008_task-N170_eeg,653.4736,0.3000,669158,stimulus,NA,69,11.5253
sub-008_task-N170_eeg,656.4053,0.3000,672160,stimulus,NA,64,12.7787
sub-008_task-N170_eeg,657.9551,0.3000,673747,stimulus,NA,14,-3.0584
sub-008_task-N170_eeg,660.9707,0.3000,676835,stimulus,NA,33,-8.3759
sub-008_task-N170_eeg,665.6689,0.3000,681646,stimulus,NA,5,-6.0420
sub-008_task-N170_eeg,667.1689,0.3000,683182,stimulus,NA,47,-5.5049
sub-008_task-N170_eeg,677.6152,0.3000,693879,stimulus,NA,40,-0.3806
sub-008_task-N170_eeg,724.2148,0.3000,741597,stimulus,NA,49,-14.4906
sub-008_task-N170_eeg,725.7979,0.3000,743218,stimulus,NA,20,17.0414
sub-008_task-N170_eeg,727.3799,0.3000,744838,stimulus,NA,74,-0.4234
sub-008_task-N170_eeg,737.8096,0.3000,755518,stimulus,NA,79,16.4598
sub-008_task-N170_eeg,739.3096,0.3000,757054,stimulus,NA,44,6.4468
sub-008_task-N170_eeg,740.8086,0.3000,758589,stimulus,NA,56,-1.6111
sub-008_task-N170_eeg,742.3584,0.3000,760176,stimulus,NA,27,-4.1267
sub-008_task-N170_eeg,745.2070,0.3000,763093,stimulus,NA,32,-4.8063
sub-008_task-N170_eeg,746.7236,0.3000,764646,stimulus,NA,78,7.6692
sub-008_task-N170_eeg,748.2559,0.3000,766215,stimulus,NA,58,2.2920
sub-008_task-N170_eeg,760.4023,0.3000,778653,stimulus,NA,11,4.2666
sub-008_task-N170_eeg,761.8682,0.3000,780154,stimulus,NA,70,19.6465
sub-008_task-N170_eeg,764.9668,0.3000,783327,stimulus,NA,13,-0.4273
sub-008_task-N170_eeg,766.3994,0.3000,784794,stimulus,NA,34,1.6515
sub-008_task-N170_eeg,769.3818,0.3000,787848,stimulus,NA,19,5.7384
sub-008_task-N170_eeg,776.9131,0.3000,795560,stimulus,NA,4,-3.0852
sub-008_task-N170_eeg,781.2949,0.3000,800047,stimulus,NA,6,2.3044
sub-008_task-N170_eeg,782.7275,0.3000,801514,stimulus,NA,1,-2.1923
sub-009_task-N170_eeg,14.4443,0.3000,14792,stimulus,NA,65,-2.3996
sub-009_task-N170_eeg,16.0273,0.3000,16413,stimulus,NA,14,-5.2829
sub-009_task-N170_eeg,17.4932,0.3000,17914,stimulus,NA,16,-5.0970
sub-009_task-N170_eeg,22.0078,0.3000,22537,stimulus,NA,55,1.4716
sub-009_task-N170_eeg,23.5576,0.3000,24124,stimulus,NA,60,5.5066
sub-009_task-N170_eeg,29.5059,0.3000,30215,stimulus,NA,69,2.5196
sub-009_task-N170_eeg,31.0879,0.3000,31835,stimulus,NA,63,4.9053
sub-009_task-N170_eeg,34.1543,0.3000,34975,stimulus,NA,6,5.5958
sub-009_task-N170_eeg,35.6367,0.3000,36493,stimulus,NA,18,-0.9727
sub-009_task-N170_eeg,39.9854,0.3000,40946,stimulus,NA,29,-3.4331
sub-009_task-N170_eeg,44.3174,0.3000,45382,stimulus,NA,75,-8.8017
sub-009_task-N170_eeg,45.7334,0.3000,46832,stimulus,NA,70,-0.1894
sub-009_task-N170_eeg,50.3818,0.3000,51592,stimulus,NA,7,-4.8840
sub-009_task-N170_eeg,54.8301,0.3000,56147,stimulus,NA,71,1.7670
sub-009_task-N170_eeg,59.3281,0.3000,60753,stimulus,NA,57,-1.3704
sub-009_task-N170_eeg,60.9111,0.3000,62374,stimulus,NA,50,-2.1321
sub-009_task-N170_eeg,63.9434,0.3000,65479,stimulus,NA,37,1.3914
sub-009_task-N170_eeg,71.8906,0.3000,73617,stimulus,NA,13,3.1942
sub-009_task-N170_eeg,73.4229,0.3000,75186,stimulus,NA,11,5.1098
sub-009_task-N170_eeg,74.9395,0.3000,76739,stimulus,NA,43,6.3191
sub-009_task-N170_eeg,76.4219,0.3000,78257,stimulus,NA,3,-3.1386
sub-009_task-N170_eeg,79.3877,0.3000,81294,stimulus,NA,24,0.7836
sub-009_task-N170_eeg,80.7871,0.3000,82727,stimulus,NA,34,2.1091
sub-009_task-N170_eeg,83.7861,0.3000,85798,stimulus,NA,76,0.5352
sub-009_task-N170_eeg,85.3193,0.3000,87368,stimulus,NA,31,8.0453
sub-009_task-N170_eeg,86.8184,0.3000,88903,stimulus,NA,15,-0.9812
sub-009_task-N170_eeg,88.3682,0.3000,90490,stimulus,NA,79,3.6697
sub-009_task-N170_eeg,89.9170,0.3000,92076,stimulus,NA,23,-2.7858
sub-009_task-N170_eeg,94.4326,0.3000,96700,stimulus,NA,58,4.9817
sub-009_task-N170_eeg,96.0146,0.3000,98320,stimulus,NA,46,-4.0217
sub-009_task-N170_eeg,98.8477,0.3000,101221,stimulus,NA,78,-2.8050
sub-009_task-N170_eeg,103.2627,0.3000,105742,stimulus,NA,36,1.0796
sub-009_task-N170_eeg,104.7119,0.3000,107226,stimulus,NA,38,0.8551
sub-009_task-N170_eeg,106.1953,0.3000,108745,stimulus,NA,17,3.8077
sub-009_task-N170_eeg,107.7441,0.3000,110331,stimulus,NA,54,7.9604
sub-009_task-N170_eeg,113.6426,0.3000,116371,stimulus,NA,26,-6.5844
sub-009_task-N170_eeg,115.0586,0.3000,117821,stimulus,NA,53,4.9239
sub-009_task-N170_eeg,121.0391,0.3000,123945,stimulus,NA,35,5.2897
sub-009_task-N170_eeg,125.5547,0.3000,128569,stimulus,NA,51,8.0868
sub-009_task-N170_eeg,128.6865,0.3000,131776,stimulus,NA,64,-9.1906
sub-009_task-N170_eeg,135.6514,0.3000,138908,stimulus,NA,9,1.6873
sub-009_task-N170_eeg,138.6162,0.3000,141944,stimulus,NA,4,-0.8087
sub-009_task-N170_eeg,140.0664,0.3000,143429,stimulus,NA,5,-4.0110
sub-009_task-N170_eeg,144.5977,0.3000,148069,stimulus,NA,80,6.1524
sub-009_task-N170_eeg,146.1475,0.3000,149656,stimulus,NA,10,-4.4974
sub-009_task-N170_eeg,147.6133,0.3000,151157,stimulus,NA,22,-8.9445
sub-009_task-N170_eeg,149.1465,0.3000,152727,stimulus,NA,33,4.4319
sub-009_task-N170_eeg,150.7285,0.3000,154347,stimulus,NA,66,2.7201
sub-009_task-N170_eeg,153.5947,0.3000,157282,stimulus,NA,67,7.6258
sub-009_task-N170_eeg,155.1104,0.3000,158834,stimulus,NA,42,2.9105
sub-009_task-N170_eeg,159.5762,0.3000,163407,stimulus,NA,21,-3.1843
sub-009_task-N170_eeg,161.0752,0.3000,164942,stimulus,NA,62,5.2434
sub-009_task-N170_eeg,164.1406,0.3000,168081,stimulus,NA,28,-11.0414
sub-009_task-N170_eeg,167.1895,0.3000,171203,stimulus,NA,45,6.1291
sub-009_task-N170_eeg,168.7891,0.3000,172841,stimulus,NA,68,-0.3553
sub-009_task-N170_eeg,171.7715,0.3000,175895,stimulus,NA,73,-2.0814
sub-009_task-N170_eeg,173.3545,0.3000,177516,stimulus,NA,77,4.2282
sub-009_task-N170_eeg,174.8535,0.3000,179051,stimulus,NA,8,11.6777
sub-009_task-N170_eeg,177.8359,0.3000,182105,stimulus,NA,72,7.3530
sub-009_task-N170_eeg,179.3857,0.3000,183692,stimulus,NA,40,11.6223
sub-009_task-N170_eeg,186.8330,0.3000,191318,stimulus,NA,20,-0.8776
sub-009_task-N170_eeg,188.2324,0.3000,192751,stimulus,NA,49,14.3750
sub-009_task-N170_eeg,189.7646,0.3000,194320,stimulus,NA,32,7.6218
sub-009_task-N170_eeg,191.2812,0.3000,195873,stimulus,NA,48,-0.6084
sub-009_task-N170_eeg,194.1963,0.3000,198858,stimulus,NA,61,11.5045
sub-009_task-N170_eeg,211.4238,0.3000,216499,stimulus,NA,30,3.8190
sub-009_task-N170_eeg,214.4062,0.3000,219553,stimulus,NA,39,2.1735
sub-009_task-N170_eeg,215.9893,0.3000,221174,stimulus,NA,44,12.4805
sub-009_task-N170_eeg,222.0703,0.3000,227401,stimulus,NA,41,-0.2453
sub-009_task-N170_eeg,223.6367,0.3000,229005,stimulus,NA,59,3.4069
sub-009_task-N170_eeg,228.1846,0.3000,233662,stimulus,NA,2,4.0264
sub-009_task-N170_eeg,229.7012,0.3000,235215,stimulus,NA,52,-0.5664
sub-009_task-N170_eeg,232.7500,0.3000,238337,stimulus,NA,47,-4.1172
sub-009_task-N170_eeg,237.1484,0.3000,242841,stimulus,NA,19,1.7386
sub-009_task-N170_eeg,241.6797,0.3000,247481,stimulus,NA,74,-0.5816
sub-009_task-N170_eeg,243.1289,0.3000,248965,stimulus,NA,56,4.3050
sub-009_task-N170_eeg,245.9951,0.3000,251900,stimulus,NA,67,0.5745
sub-009_task-N170_eeg,247.5781,0.3000,253521,stimulus,NA,41,-7.2806
sub-009_task-N170_eeg,249.1104,0.3000,255090,stimulus,NA,75,-4.1725
sub-009_task-N170_eeg,250.6602,0.3000,256677,stimulus,NA,45,-4.2204
sub-009_task-N170_eeg,252.0928,0.3000,258144,stimulus,NA,27,3.1919
sub-009_task-N170_eeg,257.9736,0.3000,264166,stimulus,NA,50,-3.0876
sub-009_task-N170_eeg,259.4238,0.3000,265651,stimulus,NA,78,8.0858
sub-009_task-N170_eeg,269.0205,0.3000,275478,stimulus,NA,77,6.9619
sub-009_task-N170_eeg,274.8848,0.3000,281483,stimulus,NA,1,0.4973
sub-009_task-N170_eeg,276.3008,0.3000,282933,stimulus,NA,25,1.8932
sub-009_task-N170_eeg,277.8340,0.3000,284503,stimulus,NA,56,-2.5184
sub-009_task-N170_eeg,280.8496,0.3000,287591,stimulus,NA,76,1.6120
sub-009_task-N170_eeg,282.4482,0.3000,289228,stimulus,NA,12,0.3388
sub-009_task-N170_eeg,283.8818,0.3000,290696,stimulus,NA,46,1.3434
sub-009_task-N170_eeg,285.3145,0.3000,292163,stimulus,NA,3,-10.7908
sub-009_task-N170_eeg,286.7969,0.3000,293681,stimulus,NA,69,2.7973
sub-009_task-N170_eeg,288.3633,0.3000,295285,stimulus,NA,27,-7.5276
sub-009_task-N170_eeg,291.2617,0.3000,298253,stimulus,NA,24,0.8754
sub-009_task-N170_eeg,292.8281,0.3000,299857,stimulus,NA,7,-5.5665
sub-009_task-N170_eeg,294.4111,0.3000,301478,stimulus,NA,44,5.5120
sub-009_task-N170_eeg,297.4766,0.3000,304617,stimulus,NA,48,3.2339
sub-009_task-N170_eeg,301.9580,0.3000,309206,stimulus,NA,80,4.6589
sub-009_task-N170_eeg,304.8740,0.3000,312192,stimulus,NA,62,7.3183
sub-009_task-N170_eeg,306.4072,0.3000,313762,stimulus,NA,43,-1.1055
sub-009_task-N170_eeg,309.4395,0.3000,316867,stimulus,NA,16,2.0253
sub-009_task-N170_eeg,310.9551,0.3000,318419,stimulus,NA,35,2.5646
sub-009_task-N170_eeg,312.4883,0.3000,319989,stimulus,NA,23,-6.2870
sub-009_task-N170_eeg,316.9365,0.3000,324544,stimulus,NA,8,0.3542
sub-009_task-N170_eeg,321.4512,0.3000,329167,stimulus,NA,32,0.8687
sub-009_task-N170_eeg,322.9678,0.3000,330720,stimulus,NA,55,-0.3032
sub-009_task-N170_eeg,324.5674,0.3000,332358,stimulus,NA,19,0.8118
sub-009_task-N170_eeg,327.5322,0.3000,335394,stimulus,NA,12,-0.3797
sub-009_task-N170_eeg,337.6953,0.3000,345801,stimulus,NA,1,-4.6824
sub-009_task-N170_eeg,345.1260,0.3000,353410,stimulus,NA,20,1.4242
sub-009_task-N170_eeg,351.0410,0.3000,359467,stimulus,NA,58,5.8607
sub-009_task-N170_eeg,352.5400,0.3000,361002,stimulus,NA,22,-6.7152
sub-009_task-N170_eeg,360.2207,0.3000,368867,stimulus,NA,29,7.5199
sub-009_task-N170_eeg,363.1367,0.3000,371853,stimulus,NA,6,-3.0814
sub-009_task-N170_eeg,364.6523,0.3000,373405,stimulus,NA,26,-0.6217
sub-009_task-N170_eeg,367.8018,0.3000,376630,stimulus,NA,11,-0.5938
sub-009_task-N170_eeg,372.3330,0.3000,381270,stimulus,NA,73,14.2407
sub-009_task-N170_eeg,373.8662,0.3000,382840,stimulus,NA,37,-3.6714
sub-009_task-N170_eeg,376.7480,0.3000,385791,stimulus,NA,4,-9.3560
sub-009_task-N170_eeg,378.1982,0.3000,387276,stimulus,NA,14,0.0487
sub-009_task-N170_eeg,379.6973,0.3000,388811,stimulus,NA,59,6.8974
sub-009_task-N170_eeg,382.6963,0.3000,391882,stimulus,NA,49,-6.0405
sub-009_task-N170_eeg,387.1777,0.3000,396471,stimulus,NA,10,6.6292
sub-009_task-N170_eeg,388.7109,0.3000,398041,stimulus,NA,25,1.0872
sub-009_task-N170_eeg,393.1426,0.3000,402579,stimulus,NA,9,-5.2772
sub-009_task-N170_eeg,394.6582,0.3000,404131,stimulus,NA,38,2.4063
sub-009_task-N170_eeg,417.2676,0.3000,427283,stimulus,NA,2,3.3089
sub-009_task-N170_eeg,423.3652,0.3000,433527,stimulus,NA,36,-1.6204
sub-009_task-N170_eeg,426.2305,0.3000,436461,stimulus,NA,68,5.1296
sub-009_task-N170_eeg,427.7803,0.3000,438048,stimulus,NA,61,0.3397
sub-009_task-N170_eeg,432.3613,0.3000,442739,stimulus,NA,51,-0.0312
sub-009_task-N170_eeg,433.7949,0.3000,444207,stimulus,NA,64,12.3883
sub-009_task-N170_eeg,444.4072,0.3000,455074,stimulus,NA,52,8.1272
sub-009_task-N170_eeg,452.1377,0.3000,462990,stimulus,NA,40,-2.1353
sub-009_task-N170_eeg,453.7041,0.3000,464594,stimulus,NA,60,4.0287
sub-009_task-N170_eeg,455.2871,0.3000,466215,stimulus,NA,79,3.2918
sub-009_task-N170_eeg,465.5830,0.3000,476758,stimulus,NA,72,3.9865
sub-009_task-N170_eeg,467.0664,0.3000,478277,stimulus,NA,13,0.0190
sub-009_task-N170_eeg,469.9980,0.3000,481279,stimulus,NA,21,-1.5238
sub-009_task-N170_eeg,472.9141,0.3000,484265,stimulus,NA,28,4.1184
sub-009_task-N170_eeg,475.8125,0.3000,487233,stimulus,NA,18,2.5328
sub-009_task-N170_eeg,483.4932,0.3000,495098,stimulus,NA,57,-8.8293
sub-009_task-N170_eeg,486.5254,0.3000,498203,stimulus,NA,53,7.2980
sub-009_task-N170_eeg,489.3584,0.3000,501104,stimulus,NA,54,8.9983
sub-009_task-N170_eeg,495.4395,0.3000,507331,stimulus,NA,30,1.1438
sub-009_task-N170_eeg,496.9883,0.3000,508917,stimulus,NA,47,2.7052
sub-009_task-N170_eeg,498.5049,0.3000,510470,stimulus,NA,33,-0.1208
sub-009_task-N170_eeg,502.9697,0.3000,515042,stimulus,NA,42,-6.4992
sub-009_task-N170_eeg,506.0684,0.3000,518215,stimulus,NA,31,1.4202
sub-009_task-N170_eeg,510.5674,0.3000,522822,stimulus,NA,15,3.9204
sub-009_task-N170_eeg,515.0820,0.3000,527445,stimulus,NA,63,-3.4855
sub-009_task-N170_eeg,518.0977,0.3000,530533,stimulus,NA,66,7.4739
sub-009_task-N170_eeg,519.5811,0.3000,532052,stimulus,NA,39,-2.2414
sub-009_task-N170_eeg,521.0469,0.3000,533553,stimulus,NA,5,-4.3388
sub-009_task-N170_eeg,528.4111,0.3000,541094,stimulus,NA,34,1.7704
